organoid_id,Preneurogenic_OV,RPC,RPC_Proliferating1,RPC_Proliferating2,Retina
CONTROL.B10.PLATE1,0.050314465408805034,0.720125786163522,0.11006289308176101,0.040880503144654086,0.07861635220125786
CONTROL.B11.PLATE1,0.06754966887417219,0.743046357615894,0.09006622516556291,0.05033112582781457,0.04900662251655629
CONTROL.B12.PLATE1,0.04822043628013777,0.756601607347876,0.08036739380022963,0.05855338691159587,0.05625717566016074
CONTROL.B3.PLATE1,0.052924791086350974,0.8105849582172702,0.07242339832869081,0.05013927576601671,0.013927576601671309
CONTROL.B4.PLATE1,0.03225806451612903,0.7258064516129032,0.08525345622119816,0.05069124423963134,0.10599078341013825
CONTROL.B5.PLATE1,0.05015432098765432,0.7932098765432098,0.0763888888888889,0.036265432098765434,0.04398148148148148
CONTROL.B8.PLATE1,0.037037037037037035,0.7283950617283951,0.1111111111111111,0.08641975308641975,0.037037037037037035
CONTROL.B9.PLATE1,0.03333333333333333,0.819047619047619,0.047619047619047616,0.05238095238095238,0.047619047619047616
CONTROL.C1.PLATE1,0.0784313725490196,0.7908496732026143,0.05228758169934641,0.0457516339869281,0.032679738562091505
CONTROL.C10.PLATE1,0.05,0.725,0.0875,0.025,0.1125
CONTROL.C11.PLATE1,0.03409090909090909,0.7272727272727273,0.13636363636363635,0.022727272727272728,0.07954545454545454
CONTROL.C12.PLATE1,0.08205128205128205,0.6871794871794872,0.07692307692307693,0.02564102564102564,0.1282051282051282
CONTROL.C2.PLATE1,0.0641025641025641,0.7923076923076923,0.07692307692307693,0.03333333333333333,0.03333333333333333
CONTROL.C3.PLATE1,0.05271317829457364,0.8062015503875969,0.05116279069767442,0.027906976744186046,0.06201550387596899
CONTROL.C4.PLATE1,0.04661654135338346,0.8180451127819549,0.07067669172932331,0.03609022556390978,0.02857142857142857
CONTROL.C5.PLATE1,0.08229426433915212,0.7755610972568578,0.05486284289276808,0.029925187032418952,0.057356608478802994
CONTROL.C7.PLATE1,0.035629453681710214,0.7553444180522565,0.0831353919239905,0.03800475059382423,0.08788598574821853
CONTROL.C9.PLATE1,0.03560528992878942,0.7731434384537131,0.07324516785350967,0.04374364191251272,0.07426246185147507
CONTROL.D1.PLATE1,0.10218978102189781,0.7262773722627737,0.09854014598540146,0.010948905109489052,0.06204379562043796
CONTROL.D4.PLATE1,0.02857142857142857,0.7714285714285715,0.12857142857142856,0.014285714285714285,0.05714285714285714
CONTROL.D5.PLATE1,0.04918032786885246,0.7540983606557377,0.06557377049180328,0.03278688524590164,0.09836065573770492
CONTROL.D6.PLATE1,0.0529567519858782,0.7590467784642542,0.07413945278022947,0.04854368932038835,0.06531332744924978
CONTROL.D7.PLATE1,0.09859154929577464,0.6056338028169014,0.08450704225352113,0.14084507042253522,0.07042253521126761
CONTROL.D9.PLATE1,0.17073170731707318,0.5609756097560976,0.06097560975609756,0.07317073170731707,0.13414634146341464
SAG.F11.PLATE1,0.12931034482758622,0.646551724137931,0.06896551724137931,0.0603448275862069,0.09482758620689655
SAG.F12.PLATE1,0.11538461538461539,0.6153846153846154,0.038461538461538464,0.09615384615384616,0.1346153846153846
SAG.F5.PLATE1,0.07569721115537849,0.7171314741035857,0.06772908366533864,0.055776892430278883,0.08366533864541832
SAG.F6.PLATE1,0.12582781456953643,0.6556291390728477,0.059602649006622516,0.0728476821192053,0.08609271523178808
SAG.F7.PLATE1,0.07017543859649122,0.7192982456140351,0.05263157894736842,0.10526315789473684,0.05263157894736842
SAG.G11.PLATE1,0.044444444444444446,0.7444444444444445,0.1,0.06666666666666667,0.044444444444444446
SAG.G2.PLATE1,0.15625,0.609375,0.046875,0.078125,0.109375
SAG.G8.PLATE1,0.18518518518518517,0.6111111111111112,0.05555555555555555,0.037037037037037035,0.1111111111111111
SAG.G9.PLATE1,0.06741573033707865,0.7078651685393258,0.056179775280898875,0.0898876404494382,0.07865168539325842
SAG.H1.PLATE1,0.14516129032258066,0.6129032258064516,0.04838709677419355,0.08064516129032258,0.11290322580645161
SAG.H3.PLATE1,0.10569105691056911,0.6341463414634146,0.13008130081300814,0.04878048780487805,0.08130081300813008
SAG.H4.PLATE1,0.09944751381215469,0.6574585635359116,0.1270718232044199,0.055248618784530384,0.06077348066298342
SAG:CHIR:BMP:SU5402.A1.PLATE4,0.09433962264150944,0.7169811320754716,0.07547169811320754,0.03773584905660377,0.07547169811320754
SAG:CHIR:BMP:SU5402.A10.PLATE4,0.28205128205128205,0.6256410256410256,0.046153846153846156,0.035897435897435895,0.010256410256410256
SAG:CHIR:BMP:SU5402.A11.PLATE4,0.26262626262626265,0.48484848484848486,0.1111111111111111,0.0707070707070707,0.0707070707070707
SAG:CHIR:BMP:SU5402.A12.PLATE4,0.18018018018018017,0.6396396396396397,0.07207207207207207,0.036036036036036036,0.07207207207207207
SAG:CHIR:BMP:SU5402.A2.PLATE4,0.09183673469387756,0.7653061224489796,0.02040816326530612,0.04081632653061224,0.08163265306122448
SAG:CHIR:BMP:SU5402.A5.PLATE4,0.3,0.48333333333333334,0.06666666666666667,0.06666666666666667,0.08333333333333333
SAG:CHIR:BMP:SU5402.A6.PLATE4,0.2863247863247863,0.5854700854700855,0.05555555555555555,0.03418803418803419,0.038461538461538464
SAG:CHIR:BMP:SU5402.A8.PLATE4,0.125,0.6439393939393939,0.13257575757575757,0.03787878787878788,0.06060606060606061
SAG:CHIR:BMP:SU5402.A9.PLATE4,0.11688311688311688,0.6818181818181818,0.08441558441558442,0.025974025974025976,0.09090909090909091
SAG:CHIR:BMP:SU5402.B1.PLATE4,0.06301369863013699,0.8356164383561644,0.04657534246575343,0.038356164383561646,0.01643835616438356
SAG:CHIR:BMP:SU5402.B10.PLATE4,0.24041811846689895,0.5714285714285714,0.09059233449477352,0.0627177700348432,0.03484320557491289
SAG:CHIR:BMP:SU5402.B11.PLATE4,0.16065573770491803,0.639344262295082,0.08852459016393442,0.06557377049180328,0.04590163934426229
SAG:CHIR:BMP:SU5402.B12.PLATE4,0.15844544095665172,0.6098654708520179,0.1210762331838565,0.06427503736920777,0.04633781763826607
SAG:CHIR:BMP:SU5402.B4.PLATE4,0.17543859649122806,0.6842105263157895,0.08771929824561403,0.03508771929824561,0.017543859649122806
SAG:CHIR:BMP:SU5402.B5.PLATE4,0.0893854748603352,0.6703910614525139,0.11731843575418995,0.08379888268156424,0.03910614525139665
SAG:CHIR:BMP:SU5402.B6.PLATE4,0.2935323383084577,0.5621890547263682,0.07960199004975124,0.014925373134328358,0.04975124378109453
SAG:CHIR:BMP:SU5402.B8.PLATE4,0.1631578947368421,0.7157894736842105,0.06315789473684211,0.04736842105263158,0.010526315789473684
SAG:CHIR:BMP:SU5402.B9.PLATE4,0.28,0.56,0.09,0.04,0.03
SAG:CHIR:BMP:SU5402.C1.PLATE4,0.25661914460285135,0.5112016293279023,0.15071283095723015,0.06517311608961303,0.016293279022403257
SAG:CHIR:BMP:SU5402.C10.PLATE4,0.23308270676691728,0.6390977443609023,0.06015037593984962,0.03007518796992481,0.03759398496240601
SAG:CHIR:BMP:SU5402.C12.PLATE4,0.2029598308668076,0.6257928118393234,0.08879492600422834,0.03805496828752643,0.04439746300211417
SAG:CHIR:BMP:SU5402.C2.PLATE4,0.2222222222222222,0.48148148148148145,0.18518518518518517,0.07407407407407407,0.037037037037037035
SAG:CHIR:BMP:SU5402.C3.PLATE4,0.10377358490566038,0.7547169811320755,0.0660377358490566,0.0660377358490566,0.009433962264150943
SAG:CHIR:BMP:SU5402.C5.PLATE4,0.17627118644067796,0.7050847457627119,0.04067796610169491,0.03389830508474576,0.04406779661016949
